ID	Relation	RelType	NE	X	Y	Y'	NEType	MeSH	Sent
1585	promote	positive	mir-125b	1184.073	672.7651	672.7651	miRNA		These findings demonstrated that miR-125b promoted tumor metastasis via targeting TP53INP1 in human NSCLC cells , which uncovered a real clinical relevance of microRNAs in tumor biology , and provided novel potential candidates for NSCLC clinical practice .
1585	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	These findings demonstrated that miR-125b promoted tumor metastasis via targeting TP53INP1 in human NSCLC cells , which uncovered a real clinical relevance of microRNAs in tumor biology , and provided novel potential candidates for NSCLC clinical practice .
1556	upregulate	positive	mir-125b	1184.073	672.7651	672.7651	miRNA		On the other hand , miR-300 expression was significantly upregulated in OS bone tissue than noncancerous bone tissues.Our findings suggested that a lower expression level of miR-125b was linked to advanced clinical stage ( P ? = ? 0.005 ) , metastasis ( P ? = ? 0.004 ) , and a large size of tumor ( P ? = ? 0.023 ) .
1556	upregulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	On the other hand , miR-300 expression was significantly upregulated in OS bone tissue than noncancerous bone tissues.Our findings suggested that a lower expression level of miR-125b was linked to advanced clinical stage ( P ? = ? 0.005 ) , metastasis ( P ? = ? 0.004 ) , and a large size of tumor ( P ? = ? 0.023 ) .
1554	upregulate	positive	mir-125b	1184.073	672.7651	672.7651	miRNA		Upregulation of miR-300 and downregulation of miR-125b act as potential predictor biomarkers in progression , metastasis , and poor prognosis of osteosarcoma .
1554	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	Upregulation of miR-300 and downregulation of miR-125b act as potential predictor biomarkers in progression , metastasis , and poor prognosis of osteosarcoma .
1331	inhibit	negative	mir-125b	1184.073	672.7651	672.7651	miRNA		Most important , the therapeutic delivery of synthetic miR-125b mimics decreased the target molecule of CSC and inhibited metastasis in the mice model .
1331	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Most important , the therapeutic delivery of synthetic miR-125b mimics decreased the target molecule of CSC and inhibited metastasis in the mice model .
361	regulate	positive	mir-125b	1184.073	672.7651	672.7651	miRNA		However , the role of miR-125b and MTA1 in the regulation of NSCLC metastasis remains unclear .
361	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	However , the role of miR-125b and MTA1 in the regulation of NSCLC metastasis remains unclear .
277	inhibit	negative	mir-125b	1184.073	672.7651	672.7651	miRNA		These results suggested that miR-125b could be used for the development of new molecular markers and therapeutic approaches to inhibit bladder cancer metastasis .
277	inhibit	negative	gc	1242.449	487.0825	487.0825	Cancer	D061325	These results suggested that miR-125b could be used for the development of new molecular markers and therapeutic approaches to inhibit bladder cancer metastasis .
55	downregulate	negative	mir-125b	1184.073	672.7651	672.7651	miRNA		Among , downregulation of six miRNAs , has-let-7c , has-miR-100 , has-miR-125b , has-miR-143 , has-miR-145 and has-miR-199a-5p were significantly associated with lymph node metastasis and reduced survival in SCCC .
55	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Among , downregulation of six miRNAs , has-let-7c , has-miR-100 , has-miR-125b , has-miR-143 , has-miR-145 and has-miR-199a-5p were significantly associated with lymph node metastasis and reduced survival in SCCC .
1594	suppress	negative	mir-100	1186.706	668.1614	668.1614	miRNA		Overexpression of miR-100 suppressed tumor growth in vivo and inhibited gastric cancer invasion and metastasis in vitro and in vivo .
1594	suppress	negative	gc	1242.449	487.0825	487.0825	Cancer	D061325	Overexpression of miR-100 suppressed tumor growth in vivo and inhibited gastric cancer invasion and metastasis in vitro and in vivo .
1593	suppress	negative	mir-100	1186.706	668.1614	668.1614	miRNA		C/EBP帢-induced miR-100 expression suppresses tumor metastasis and growth by targeting ZBTB7A in gastric cancer .
1593	suppress	negative	gc	1242.449	487.0825	487.0825	Cancer	D061325	C/EBP帢-induced miR-100 expression suppresses tumor metastasis and growth by targeting ZBTB7A in gastric cancer .
1450	downregulate	negative	mir-100	1186.706	668.1614	668.1614	miRNA		It was identified that the expression levels of miR-551b-3p , miR-133b , miR-100-5p and miR-363-3p were significantly downregulated in the gastric cancer tissues , and this downregulation was closely correlated with the degree of differentiation ( i.e. , tumor grade ) , TNM stage and lymph-node metastasis ( P < 0.05 ) .
1450	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	It was identified that the expression levels of miR-551b-3p , miR-133b , miR-100-5p and miR-363-3p were significantly downregulated in the gastric cancer tissues , and this downregulation was closely correlated with the degree of differentiation ( i.e. , tumor grade ) , TNM stage and lymph-node metastasis ( P < 0.05 ) .
1015	downregulate	negative	mir-100	1186.706	668.1614	668.1614	miRNA		Downregulation of miR-100 contributes to HCC metastasis and the restoration of miR-100 is a potential strategy for cancer therapy .
1015	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Downregulation of miR-100 contributes to HCC metastasis and the restoration of miR-100 is a potential strategy for cancer therapy .
1014	repress	negative	mir-100	1186.706	668.1614	668.1614	miRNA		Taken together , miR-100 represses metastasis of HCC cells by abrogating the ICMT-Rac1 signaling .
1014	repress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Taken together , miR-100 represses metastasis of HCC cells by abrogating the ICMT-Rac1 signaling .
1013	control	neutral	mir-100	1186.706	668.1614	668.1614	miRNA		Analyses using mouse orthotopic xenograft model further revealed that xenografts of miR-100-stable-expressing HCC cells displayed a significant reduction in pulmonary metastasis , compared with control group .
1013	control	neutral	escc	1243.493	471.2066	471.2066	Cancer	D009369	Analyses using mouse orthotopic xenograft model further revealed that xenografts of miR-100-stable-expressing HCC cells displayed a significant reduction in pulmonary metastasis , compared with control group .
897	downregulate	negative	mir-100	1186.706	668.1614	668.1614	miRNA		Furthermore , we found that the downregulation of miR-100 was significantly correlated with the status of lymph node metastasis in the 34 ? ESCC patients .
897	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Furthermore , we found that the downregulation of miR-100 was significantly correlated with the status of lymph node metastasis in the 34 ? ESCC patients .
681	promote	positive	mir-100	1186.706	668.1614	668.1614	miRNA		Taken together , our findings indicate that loss of miR-100 promotes the metastatic ability of prostate cancer cells at least partially by upregulating AGO2 expression through modulating migration , invasion , EMT and stemness of cancer cells , and suggest that miR-100/AGO2 may play an important role in regulating the metastasis of prostate cancer and is a potential target of prevention and therapy .
681	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Taken together , our findings indicate that loss of miR-100 promotes the metastatic ability of prostate cancer cells at least partially by upregulating AGO2 expression through modulating migration , invasion , EMT and stemness of cancer cells , and suggest that miR-100/AGO2 may play an important role in regulating the metastasis of prostate cancer and is a potential target of prevention and therapy .
680	regulate	positive	mir-100	1186.706	668.1614	668.1614	miRNA		However , it is unknown whether and how miR-100 and AGO2 regulates metastasis of prostate cancer .
680	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	However , it is unknown whether and how miR-100 and AGO2 regulates metastasis of prostate cancer .
198	downregulate	negative	mir-100	1186.706	668.1614	668.1614	miRNA		MiR-100 was significantly downregulated in NSCLC tissues , and low miR-100 expression was found to be closely correlated with higher clinical stage , advanced tumor classification and lymph node metastasis of patients .
198	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	MiR-100 was significantly downregulated in NSCLC tissues , and low miR-100 expression was found to be closely correlated with higher clinical stage , advanced tumor classification and lymph node metastasis of patients .
197	downregulate	negative	mir-100	1186.706	668.1614	668.1614	miRNA		MiR-100 was significantly downregulated in NSCLC tissues , and low miR-100 expression was found to be closely correlated with higher clinical stage , advanced tumor classification and lymph node metastasis of patients .
197	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	MiR-100 was significantly downregulated in NSCLC tissues , and low miR-100 expression was found to be closely correlated with higher clinical stage , advanced tumor classification and lymph node metastasis of patients .
54	downregulate	negative	mir-100	1186.706	668.1614	668.1614	miRNA		Among , downregulation of six miRNAs , has-let-7c , has-miR-100 , has-miR-125b , has-miR-143 , has-miR-145 and has-miR-199a-5p were significantly associated with lymph node metastasis and reduced survival in SCCC .
54	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Among , downregulation of six miRNAs , has-let-7c , has-miR-100 , has-miR-125b , has-miR-143 , has-miR-145 and has-miR-199a-5p were significantly associated with lymph node metastasis and reduced survival in SCCC .
2006	regulate	positive	mir-155	1189.284	663.5267	663.5267	miRNA		A vast number of miRNAs , including the well-studied miR-21 , miR-155 and miR-34 , has been shown to regulate PDAC growth , invasion and metastasis in vitro and in vivo by targeting members of key signaling pathways .
2006	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	A vast number of miRNAs , including the well-studied miR-21 , miR-155 and miR-34 , has been shown to regulate PDAC growth , invasion and metastasis in vitro and in vivo by targeting members of key signaling pathways .
1892	promote	positive	mir-155	1189.284	663.5267	663.5267	miRNA		miR-155 may promote the invasion and metastasis of lung adenocarcinoma through reducing the target PTEN gene expression .
1892	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-155 may promote the invasion and metastasis of lung adenocarcinoma through reducing the target PTEN gene expression .
1676	inhibit	negative	mir-155	1189.284	663.5267	663.5267	miRNA		Furthermore , using functional assays and The Cancer Genome Atlas ( TCGA ) Lung Adenocarcinoma ( LUAD ) dataset , we found that rs767649 variant allele could increase the transcriptional activity of miR-155 , which in turn facilitated tumor growth and metastasis by inhibiting HBP1 , TJP1 , SMAD5 and PRKAR1A expression .
1676	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Furthermore , using functional assays and The Cancer Genome Atlas ( TCGA ) Lung Adenocarcinoma ( LUAD ) dataset , we found that rs767649 variant allele could increase the transcriptional activity of miR-155 , which in turn facilitated tumor growth and metastasis by inhibiting HBP1 , TJP1 , SMAD5 and PRKAR1A expression .
1518	upregulate	positive	mir-155	1189.284	663.5267	663.5267	miRNA		miR-155-5p expression is up-regulated in most CRC and promotes proliferation , invasion and metastasis of CRC cells .
1518	upregulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-155-5p expression is up-regulated in most CRC and promotes proliferation , invasion and metastasis of CRC cells .
1517	effect	neutral	mir-155	1189.284	663.5267	663.5267	miRNA		The aim of the study is to investigate miR-155-5p effect on proliferation and invasion metastasis of CRC .
1517	effect	neutral	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	The aim of the study is to investigate miR-155-5p effect on proliferation and invasion metastasis of CRC .
1516	upregulate	positive	mir-155	1189.284	663.5267	663.5267	miRNA		Up-regulated miR-155-5p promotes cell proliferation , invasion and metastasis in colorectal carcinoma .
1516	upregulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Up-regulated miR-155-5p promotes cell proliferation , invasion and metastasis in colorectal carcinoma .
1021	regulate	positive	mir-155	1189.284	663.5267	663.5267	miRNA		Furthermore , we found that MCRS1 binds to the miR-155 promoter and regulates its expression , as well as MCRS1 promotes epithelial-mesenchymal transition ( EMT ) , invasion , and metastasis through the up-regulation of miR-155 .
1021	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Furthermore , we found that MCRS1 binds to the miR-155 promoter and regulates its expression , as well as MCRS1 promotes epithelial-mesenchymal transition ( EMT ) , invasion , and metastasis through the up-regulation of miR-155 .
422	promote	positive	mir-155	1189.284	663.5267	663.5267	miRNA		The results identify miR-155-mediated loss of C/EBP?] as a mechanism , which promotes breast cancer progression by shifting the TGF-?] response from growth inhibition to EMT , invasion and metastasis .
422	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	The results identify miR-155-mediated loss of C/EBP?] as a mechanism , which promotes breast cancer progression by shifting the TGF-?] response from growth inhibition to EMT , invasion and metastasis .
421	promote	positive	mir-155	1189.284	663.5267	663.5267	miRNA		The results identify miR-155-mediated loss of C/EBP?] as a mechanism , which promotes breast cancer progression by shifting the TGF-?] response from growth inhibition to EMT , invasion and metastasis .
421	promote	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	The results identify miR-155-mediated loss of C/EBP?] as a mechanism , which promotes breast cancer progression by shifting the TGF-?] response from growth inhibition to EMT , invasion and metastasis .
420	inhibit	negative	mir-155	1189.284	663.5267	663.5267	miRNA		MiR-155-mediated loss of C/EBP?] shifts the TGF-?] response from growth inhibition to epithelial-mesenchymal transition , invasion and metastasis in breast cancer .
420	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MiR-155-mediated loss of C/EBP?] shifts the TGF-?] response from growth inhibition to epithelial-mesenchymal transition , invasion and metastasis in breast cancer .
223	upregulate	positive	mir-155	1189.284	663.5267	663.5267	miRNA		Up-regulated miR-155 level was observed in breast cancer with lymph node metastasis , pT3+4 , advanced TNM stage , HER-2 positive and with vascular invasion ( Z = -6.320 to -2.041 , P = 0.000 to 0.041 ) .
223	upregulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Up-regulated miR-155 level was observed in breast cancer with lymph node metastasis , pT3+4 , advanced TNM stage , HER-2 positive and with vascular invasion ( Z = -6.320 to -2.041 , P = 0.000 to 0.041 ) .
52	regulate	positive	mir-155	1189.284	663.5267	663.5267	miRNA		Taken together , these data suggest that miR-155 may function as a tumor suppressor to regulate gastric cancer cell metastasis by targeting SMAD2 , and its downregulation in gastric cancer cells may be partly ascribed to DNA methylation .
52	regulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	Taken together , these data suggest that miR-155 may function as a tumor suppressor to regulate gastric cancer cell metastasis by targeting SMAD2 , and its downregulation in gastric cancer cells may be partly ascribed to DNA methylation .
51	downregulate	negative	microrna-155	1191.807	658.8615	658.8615	miRNA		microRNA-155 is downregulated in gastric cancer cells and involved in cell metastasis .
51	downregulate	negative	gc	1242.449	487.0825	487.0825	Cancer	D061325	microRNA-155 is downregulated in gastric cancer cells and involved in cell metastasis .
869	effect	neutral	mir-200c	1194.274	654.1665	654.1665	miRNA		This study was to investigate the effect of miR-200c on regulation of ovarian cancer cell metastasis potential and explore the underlying molecular events .
869	effect	neutral	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	This study was to investigate the effect of miR-200c on regulation of ovarian cancer cell metastasis potential and explore the underlying molecular events .
828	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		We demonstrated that over-expression of miR-200c inhibited NSCLC cells migration , invasion , epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
828	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	We demonstrated that over-expression of miR-200c inhibited NSCLC cells migration , invasion , epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
827	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		We demonstrated that over-expression of miR-200c inhibited NSCLC cells migration , invasion , epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
827	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	We demonstrated that over-expression of miR-200c inhibited NSCLC cells migration , invasion , epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
826	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		We demonstrated that over-expression of miR-200c inhibited NSCLC cells migration , invasion , epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
826	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	We demonstrated that over-expression of miR-200c inhibited NSCLC cells migration , invasion , epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
663	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		The microRNA-200c ( miR-200c ) , which is frequently lowly expressed in triple negative breast cancers ( TNBCs ) , inhibits metastasis by inducing the mesenchymal to epithelial transition ( MET ) .
663	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	The microRNA-200c ( miR-200c ) , which is frequently lowly expressed in triple negative breast cancers ( TNBCs ) , inhibits metastasis by inducing the mesenchymal to epithelial transition ( MET ) .
662	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		The microRNA-200c ( miR-200c ) , which is frequently lowly expressed in triple negative breast cancers ( TNBCs ) , inhibits metastasis by inducing the mesenchymal to epithelial transition ( MET ) .
662	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	The microRNA-200c ( miR-200c ) , which is frequently lowly expressed in triple negative breast cancers ( TNBCs ) , inhibits metastasis by inducing the mesenchymal to epithelial transition ( MET ) .
655	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		This study further examined the role of miR-200c in the invasion and metastasis of breast cancer that goes beyond the regulation on ZEB1 and ZEB2 expression .
655	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	This study further examined the role of miR-200c in the invasion and metastasis of breast cancer that goes beyond the regulation on ZEB1 and ZEB2 expression .
654	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		miR-200c inhibits metastasis of breast cancer cells by targeting HMGB1 .
654	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miR-200c inhibits metastasis of breast cancer cells by targeting HMGB1 .
649	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		In conclusion , miR-200c functions as an oncogene in colon cancer cells through regulating tumor cell apoptosis , survival , invasion , and metastasis as well as xenograft tumor growth through inhibition of PTEN expression and p53 phosphorylation .
649	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	In conclusion , miR-200c functions as an oncogene in colon cancer cells through regulating tumor cell apoptosis , survival , invasion , and metastasis as well as xenograft tumor growth through inhibition of PTEN expression and p53 phosphorylation .
648	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		In conclusion , miR-200c functions as an oncogene in colon cancer cells through regulating tumor cell apoptosis , survival , invasion , and metastasis as well as xenograft tumor growth through inhibition of PTEN expression and p53 phosphorylation .
648	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	In conclusion , miR-200c functions as an oncogene in colon cancer cells through regulating tumor cell apoptosis , survival , invasion , and metastasis as well as xenograft tumor growth through inhibition of PTEN expression and p53 phosphorylation .
647	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		However , how miR-200c regulates the apoptosis , survival , invasion , metastasis , and tumor growth in colon cancer cells remains to be fully elucidated .
647	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	However , how miR-200c regulates the apoptosis , survival , invasion , metastasis , and tumor growth in colon cancer cells remains to be fully elucidated .
633	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		Our findings indicate that miR-200c regulates Sox2 expression through a feedback loop and is associated with CRC stemness , growth , and metastasis .
633	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Our findings indicate that miR-200c regulates Sox2 expression through a feedback loop and is associated with CRC stemness , growth , and metastasis .
632	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		To elucidate a novel mechanism of miR-200c in the regulation of stemness , growth , and metastasis in colorectal carcinoma ( CRC ) .
632	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	To elucidate a novel mechanism of miR-200c in the regulation of stemness , growth , and metastasis in colorectal carcinoma ( CRC ) .
631	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		Regulation of colorectal carcinoma stemness , growth , and metastasis by an miR-200c-Sox2-negative feedback loop mechanism .
631	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Regulation of colorectal carcinoma stemness , growth , and metastasis by an miR-200c-Sox2-negative feedback loop mechanism .
609	suppress	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		MiR-200c suppresses TGF-?] signaling and counteracts trastuzumab resistance and metastasis by targeting ZNF217 and ZEB1 in breast cancer .
609	suppress	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MiR-200c suppresses TGF-?] signaling and counteracts trastuzumab resistance and metastasis by targeting ZNF217 and ZEB1 in breast cancer .
385	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		Importantly , the miR-200c overexpression significantly inhibited the CD117+CD44+CSCs xenograft growth and lung metastasis in vivo in nude mice by inhibition of the EMT .
385	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Importantly , the miR-200c overexpression significantly inhibited the CD117+CD44+CSCs xenograft growth and lung metastasis in vivo in nude mice by inhibition of the EMT .
368	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		The aim of the present study was to investigate the possible roles of miR-200c in regulating metastasis and to identify its target genes in renal cell carcinoma ( RCC ) .
368	regulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	The aim of the present study was to investigate the possible roles of miR-200c in regulating metastasis and to identify its target genes in renal cell carcinoma ( RCC ) .
118	regulate	positive	mir-200c	1194.274	654.1665	654.1665	miRNA		MiR-200 family ( miR-200a , miR-200b , miR-200c , miR-141 , and miR-429 ) is a cluster of miRNAs highly correlated with epithelial-mesenchymal transition ( EMT ) , wherein miR-200b is identified as a critical regulator of tumor invasion , metastasis , and chemosensitivity .
118	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	MiR-200 family ( miR-200a , miR-200b , miR-200c , miR-141 , and miR-429 ) is a cluster of miRNAs highly correlated with epithelial-mesenchymal transition ( EMT ) , wherein miR-200b is identified as a critical regulator of tumor invasion , metastasis , and chemosensitivity .
68	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		Vaccination with the viable B16F10/ESAT-6-GPI-IL-21 vaccine resulted in an increase of IFN-帠 level and the CD8 ( + ) CTL cytotoxicity , a decrease in TGF-?] generation and increase in the expression of miR-200c that serves as melanoma suppressor by directly targeting zinc-finger E-box binding homeobox 1 to inhibit epithelial-mesenchymal transition and block tumor metastasis .
68	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Vaccination with the viable B16F10/ESAT-6-GPI-IL-21 vaccine resulted in an increase of IFN-帠 level and the CD8 ( + ) CTL cytotoxicity , a decrease in TGF-?] generation and increase in the expression of miR-200c that serves as melanoma suppressor by directly targeting zinc-finger E-box binding homeobox 1 to inhibit epithelial-mesenchymal transition and block tumor metastasis .
67	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		Vaccination with the viable B16F10/ESAT-6-GPI-IL-21 vaccine resulted in an increase of IFN-帠 level and the CD8 ( + ) CTL cytotoxicity , a decrease in TGF-?] generation and increase in the expression of miR-200c that serves as melanoma suppressor by directly targeting zinc-finger E-box binding homeobox 1 to inhibit epithelial-mesenchymal transition and block tumor metastasis .
67	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Vaccination with the viable B16F10/ESAT-6-GPI-IL-21 vaccine resulted in an increase of IFN-帠 level and the CD8 ( + ) CTL cytotoxicity , a decrease in TGF-?] generation and increase in the expression of miR-200c that serves as melanoma suppressor by directly targeting zinc-finger E-box binding homeobox 1 to inhibit epithelial-mesenchymal transition and block tumor metastasis .
50	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		Taken together , our study demonstrated that miR-200c inhibits metastatic ability by targeting ZEB1 in colon cancer cells SW480/620 and suggested that modulation of miR-200c could serve as therapeutic tool for inhibiting metastasis in colorectal cancer .
50	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Taken together , our study demonstrated that miR-200c inhibits metastatic ability by targeting ZEB1 in colon cancer cells SW480/620 and suggested that modulation of miR-200c could serve as therapeutic tool for inhibiting metastasis in colorectal cancer .
49	inhibit	negative	mir-200c	1194.274	654.1665	654.1665	miRNA		Taken together , our study demonstrated that miR-200c inhibits metastatic ability by targeting ZEB1 in colon cancer cells SW480/620 and suggested that modulation of miR-200c could serve as therapeutic tool for inhibiting metastasis in colorectal cancer .
49	inhibit	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Taken together , our study demonstrated that miR-200c inhibits metastatic ability by targeting ZEB1 in colon cancer cells SW480/620 and suggested that modulation of miR-200c could serve as therapeutic tool for inhibiting metastasis in colorectal cancer .
48	promote	positive	mir-107	1196.685	649.4424	649.4424	miRNA		It is known that miRNA-107 ( miR-107 ) promotes cancer invasion and metastasis .
48	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	It is known that miRNA-107 ( miR-107 ) promotes cancer invasion and metastasis .
47	promote	positive	mirna-107	1199.039	644.6898	644.6898	miRNA		It is known that miRNA-107 ( miR-107 ) promotes cancer invasion and metastasis .
47	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	It is known that miRNA-107 ( miR-107 ) promotes cancer invasion and metastasis .
46	suppress	negative	mirna-29b	1201.336	639.9094	639.9094	miRNA		miRNA-29b suppresses prostate cancer metastasis by regulating epithelial-mesenchymal transition signaling .
46	suppress	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	miRNA-29b suppresses prostate cancer metastasis by regulating epithelial-mesenchymal transition signaling .
1799	upregulate	positive	mir-493	1203.576	635.1019	635.1019	miRNA		We further found that up-regulation of miR-493 inhibited the proliferation and metastasis of gastric cancer cells , in vitro and in vivo .
1799	upregulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	We further found that up-regulation of miR-493 inhibited the proliferation and metastasis of gastric cancer cells , in vitro and in vivo .
586	suppress	negative	mir-493	1203.576	635.1019	635.1019	miRNA		Thus , MKK7 is a major functional target of miR-493 , and its suppression thwarts liver metastasis of colon cancer cells .
586	suppress	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Thus , MKK7 is a major functional target of miR-493 , and its suppression thwarts liver metastasis of colon cancer cells .
585	inhibit	negative	mir-493	1203.576	635.1019	635.1019	miRNA		We previously showed that IGF1R is a target gene of miR-493 , and that the inhibition of IGF1R partly explains how miR-493 suppresses liver metastasis .
585	inhibit	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	We previously showed that IGF1R is a target gene of miR-493 , and that the inhibition of IGF1R partly explains how miR-493 suppresses liver metastasis .
584	mediate	neutral	mir-493	1203.576	635.1019	635.1019	miRNA		MKK7 mediates miR-493-dependent suppression of liver metastasis of colon cancer cells .
584	mediate	neutral	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	MKK7 mediates miR-493-dependent suppression of liver metastasis of colon cancer cells .
45	upregulate	positive	mir-493	1203.576	635.1019	635.1019	miRNA		We propose that , in a subset of colon cancer , upregulation of miR-493 during carcinogenesis prevents liver metastasis via the induction of cell death of metastasized cells .
45	upregulate	positive	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	We propose that , in a subset of colon cancer , upregulation of miR-493 during carcinogenesis prevents liver metastasis via the induction of cell death of metastasized cells .
1757	inhibit	negative	mir-145	1205.758	630.268	630.268	miRNA		MiR-145 also inhibited cell proliferation , migration , and metastasis , as well as controlled the cytoskeleton dynamics of esophageal cancer .
1757	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	MiR-145 also inhibited cell proliferation , migration , and metastasis , as well as controlled the cytoskeleton dynamics of esophageal cancer .
1730	downregulate	negative	mir-145	1205.758	630.268	630.268	miRNA		Together , these findings indicate that miR-145 acts as a tumor suppressor and its downregulation in tumor tissues may contribute to the progression and metastasis of HCC through a mechanism involving ROCK1 , suggesting miR-145 as a potential new diagnostic and therapeutic target for the treatment of HCC .
1730	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Together , these findings indicate that miR-145 acts as a tumor suppressor and its downregulation in tumor tissues may contribute to the progression and metastasis of HCC through a mechanism involving ROCK1 , suggesting miR-145 as a potential new diagnostic and therapeutic target for the treatment of HCC .
